C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_07_452.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_07_452.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_07_452.jpg,0,0,0,5.02737E-06
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_07_524.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_07_524.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_07_524.jpg,0,0,0,1.702867E-05
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_07_593.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_07_593.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_07_593.jpg,0,0,0,1.939681E-05
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_07_665.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_07_665.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_07_665.jpg,0,0,0,1.13112E-05
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_07_737.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_07_737.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_07_737.jpg,0,0,0,3.009686E-06
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_07_810.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_07_810.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_07_810.jpg,0,0,0,1.384317E-05
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_07_881.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_07_881.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_07_881.jpg,0,0,0,4.481532E-06
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_07_951.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_07_951.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_07_951.jpg,0,0,0,2.526193E-06
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_08_023.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_08_023.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_08_023.jpg,0,0,0,8.319645E-06
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_08_093.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_08_093.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_08_093.jpg,-0.007518797,0,0,1.456952E-05
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_08_165.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_08_165.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_08_165.jpg,-0.04511278,0,0,6.390888E-06
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_08_234.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_08_234.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_08_234.jpg,-0.04511278,0,0,1.364448E-05
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_08_307.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_08_307.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_08_307.jpg,-0.04511278,0,0,3.337486E-06
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_08_377.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_08_377.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_08_377.jpg,-0.04511278,0,0,4.893797E-06
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_08_449.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_08_449.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_08_449.jpg,-0.04511278,0,0,3.226287E-05
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_08_521.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_08_521.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_08_521.jpg,-0.04511278,0,0,2.155913E-05
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_08_593.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_08_593.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_08_593.jpg,-0.04511278,0,0,7.427099E-06
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_08_663.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_08_663.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_08_663.jpg,-0.04511278,0,0,2.575599E-06
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_08_733.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_08_733.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_08_733.jpg,-0.03759398,0,0,4.898052E-06
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_08_807.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_08_807.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_08_807.jpg,-0.03759398,0,0,6.43113E-07
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_08_878.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_08_878.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_08_878.jpg,-0.03759398,0,0,4.526559E-06
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_08_949.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_08_949.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_08_949.jpg,-0.03759398,0,0,9.925256E-06
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_09_021.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_09_021.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_09_021.jpg,-0.03007519,0,0,9.780458E-06
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_09_091.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_09_091.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_09_091.jpg,-0.03007519,0,0,1.666104E-05
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_09_162.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_09_162.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_09_162.jpg,-0.03007519,0,0,1.73678E-05
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_09_233.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_09_233.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_09_233.jpg,-0.03007519,0,0,9.948155E-06
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_09_303.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_09_303.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_09_303.jpg,-0.02255639,0,0,1.183465E-06
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_09_376.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_09_376.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_09_376.jpg,-0.02255639,0,0,1.510509E-05
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_09_446.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_09_446.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_09_446.jpg,-0.02255639,0,0,7.056492E-06
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_09_518.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_09_518.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_09_518.jpg,-0.05263158,0,0,1.667129E-05
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_09_588.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_09_588.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_09_588.jpg,-0.06766918,0,0,1.663571E-05
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_09_661.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_09_661.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_09_661.jpg,-0.06766918,0,0,3.133109E-06
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_09_732.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_09_732.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_09_732.jpg,-0.06766918,0,0,4.260498E-06
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_09_802.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_09_802.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_09_802.jpg,-0.06766918,0,0,5.023691E-06
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_09_872.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_09_872.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_09_872.jpg,-0.06766918,0,0,1.596713E-05
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_09_944.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_09_944.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_09_944.jpg,-0.06766918,0,0,2.807592E-06
C:\Users\srisra\Desktop\Data\IMG\center_2018_12_29_19_56_10_014.jpg,C:\Users\srisra\Desktop\Data\IMG\left_2018_12_29_19_56_10_014.jpg,C:\Users\srisra\Desktop\Data\IMG\right_2018_12_29_19_56_10_014.jpg,-0.06766918,0,0,1.182115E-05
